"ssn","number","operator" 
"30852085254","09459465275","رایتل"
"30852085254","09624209810","رایتل"
"17899562110","09602557942","رایتل"
"17899562110","09282530090","رایتل"
"25019739231","09992680824","ایرانسل"
"21675320712","09644600412","ایرانسل"
"82917339958","09971229624","همراه اول"
"82917339958","09180157286","همراه اول"
"61356107861","09254893442","همراه اول"
"78498539728","09775328323","رایتل"
"46010494774","09484682572","همراه اول"
"46010494774","09216961673","رایتل"
"18069860198","09713979511","همراه اول"
"18069860198","09786859326","رایتل"
"79070849415","09776056178","همراه اول"
"56046875634","09815477951","رایتل"
"47027143931","09965867657","همراه اول"
"47027143931","09860173710","رایتل"
"14741268092","09184165139","همراه اول"
"74955499395","09232524798","ایرانسل"
"74955499395","09285773128","رایتل"
"76576749135","09209279419","ایرانسل"
"91417436555","09374860273","ایرانسل"
"91417436555","09518194348","همراه اول"
"18090428494","09905642290","ایرانسل"
"51683313202","09690437141","ایرانسل"
"51683313202","09840671696","همراه اول"
"12901470894","09246413803","رایتل"
"80424288334","09146192085","ایرانسل"
"80424288334","09953029774","ایرانسل"
"35272196723","09767150737","همراه اول"
"35272196723","09894157482","رایتل"
"80782947212","09935470337","همراه اول"
"68838726074","09906744000","رایتل"
"68838726074","09630022797","همراه اول"
"97185860889","09134716000","ایرانسل"
"29475898541","09445698730","رایتل"
"29475898541","09133587875","رایتل"
"15340476752","09306486474","ایرانسل"
"15340476752","09819047974","همراه اول"
"41121629072","09628139744","همراه اول"
"73948247567","09848091793","رایتل"
"73948247567","09933166905","ایرانسل"
"72862076835","09549779920","رایتل"
"72862076835","09571372712","ایرانسل"
"52290361720","09984920879","همراه اول"
"24232284245","09860786963","همراه اول"
"61032677189","09634952395","همراه اول"
"39038316298","09962019429","رایتل"
"49745598421","09934428471","همراه اول"
"81561475156","09431235437","همراه اول"
"81561475156","09845011981","ایرانسل"
"56727972893","09354808849","ایرانسل"
"56925600137","09800299753","رایتل"
"20503993449","09701417883","همراه اول"
"20503993449","09537855684","ایرانسل"
"96552029299","09278712749","رایتل"
"75123716921","09490764236","ایرانسل"
"75123716921","09178657086","ایرانسل"
"87589757285","09546212143","همراه اول"
"46778966306","09866258643","همراه اول"
"46778966306","09229576877","همراه اول"
"73794272624","09943876310","همراه اول"
"44798159693","09836801020","رایتل"
"44798159693","09999994852","همراه اول"
"51484382483","09762869574","همراه اول"
"51484382483","09526000834","ایرانسل"
"27841449097","09566538096","همراه اول"
"27841449097","09709555897","ایرانسل"
"42252369153","09645996507","رایتل"
"51603696573","09868882921","رایتل"
"61028371779","09557000053","همراه اول"
"60089851640","09868862638","ایرانسل"
"60089851640","09268969112","همراه اول"
"71644460336","09845264252","رایتل"
"95174450331","09581681080","ایرانسل"
"95174450331","09721357514","رایتل"
"26041649571","09176254971","همراه اول"
"26041649571","09327716550","همراه اول"
"86893685022","09734524247","ایرانسل"
"86893685022","09647093584","ایرانسل"
"80532135755","09128965886","ایرانسل"
"80532135755","09180588695","رایتل"
"48731931080","09299575675","رایتل"
"80138137133","09628149336","همراه اول"
"80138137133","09614877292","ایرانسل"
"21978815173","09785658953","همراه اول"
"21978815173","09627409359","همراه اول"
"46887641071","09263128468","همراه اول"
"16083235267","09376629740","ایرانسل"
"16083235267","09657546218","رایتل"
"15090129388","09490124492","رایتل"
"15090129388","09100075003","رایتل"
"50317209511","09485583495","رایتل"
"34510615344","09666438151","همراه اول"
"34510615344","09798839433","رایتل"
"43796290235","09560180083","ایرانسل"
"43796290235","09797385612","رایتل"
"51730602959","09799794184","ایرانسل"
"51730602959","09175141610","ایرانسل"
"58786752508","09165477385","همراه اول"
"92080015290","09247618805","همراه اول"
"92080015290","09306915795","رایتل"
"75300895541","09314072879","همراه اول"
"19281734144","09372884089","همراه اول"
"77684319907","09244293038","همراه اول"
"25579132452","09626548317","ایرانسل"
"97752948270","09739266745","ایرانسل"
"40696581246","09337939044","ایرانسل"
"86746469189","09271921494","ایرانسل"
"50103234391","09283191206","رایتل"
"20340369391","09533845903","ایرانسل"
"20340369391","09825668745","رایتل"
"89601142739","09229947773","همراه اول"
"89601142739","09239764587","رایتل"
"50421257023","09685532562","همراه اول"
"42096449059","09371425403","ایرانسل"
"42096449059","09132486550","ایرانسل"
"30363744265","09348131600","ایرانسل"
"30363744265","09729566871","رایتل"
"87125628009","09596763382","ایرانسل"
"87125628009","09985638466","رایتل"
"26330111163","09247989820","همراه اول"
"90209263643","09589062981","ایرانسل"
"90209263643","09104017635","همراه اول"
"95765767369","09643839765","ایرانسل"
"95765767369","09152625789","همراه اول"
"19091917400","09987302206","همراه اول"
"19091917400","09735962344","همراه اول"
"20409310553","09362332020","ایرانسل"
"20409310553","09718871977","رایتل"
"78768263995","09533944086","همراه اول"
"13938878510","09452148322","همراه اول"
"46263594687","09398885119","ایرانسل"
"34706320633","09322189260","رایتل"
"25948648634","09407019653","رایتل"
"25948648634","09499025039","همراه اول"
"29452483365","09357110038","رایتل"
"29452483365","09100489954","رایتل"
"29285130596","09554913178","رایتل"
"29285130596","09879727819","رایتل"
"36121450357","09622671297","ایرانسل"
"36121450357","09960260617","همراه اول"
"78570954358","09540198017","رایتل"
"78570954358","09841012479","ایرانسل"
"71712441186","09859417575","ایرانسل"
"91425101747","09292339356","ایرانسل"
"91425101747","09963792952","ایرانسل"
"36505492741","09817479497","همراه اول"
"36505492741","09247444719","ایرانسل"
"36125900881","09431833063","رایتل"
"36125900881","09133854455","رایتل"
"52981623875","09992625992","ایرانسل"
"52981623875","09782645764","همراه اول"
"52128330550","09775893280","رایتل"
"16848444979","09935304141","ایرانسل"
"16848444979","09122223157","ایرانسل"
"49865745314","09270192347","همراه اول"
"18051420696","09297569826","همراه اول"
"54057072729","09443444205","همراه اول"
"95988838918","09300664372","ایرانسل"
"86738602907","09625235565","رایتل"
"39316284276","09795184141","همراه اول"
"39316284276","09355900578","ایرانسل"
"73997217873","09232757118","ایرانسل"
"73997217873","09884422837","رایتل"
"60222468100","09368165981","ایرانسل"
"60222468100","09762481252","همراه اول"
"65129959849","09211623941","همراه اول"
"61460216362","09260151785","ایرانسل"
"61460216362","09528356810","رایتل"
"24090491467","09774119469","همراه اول"
"62384132605","09452803626","همراه اول"
"62384132605","09725618357","ایرانسل"
"21087370107","09257480139","همراه اول"
"21087370107","09203973494","همراه اول"
"66674662115","09724705201","همراه اول"
"31313787983","09288265105","ایرانسل"
"59853459377","09324994436","ایرانسل"
"19873773067","09409124594","رایتل"
"79242752491","09774108054","رایتل"
"79242752491","09374552083","همراه اول"
"48337014917","09134868537","همراه اول"
"48337014917","09161510343","رایتل"
"91988936446","09749438088","رایتل"
